d_micron,frac_finer,theta_bar,frac,frac_ss,frac_finer_ss
10.0,0.12610688900456032,2.316976249825245,0.010537797092939671,0.012212453646406038,2.636779683484747e-16
10.292005271944,0.1366446860975,2.36014972031887,0.023245249969500004,0.0269393626815837,0.012212453646406302
10.901844923851,0.159889936067,2.4177143476437535,0.026583151330500016,0.030807720108469452,0.03915181632799
11.547819846895,0.18647308739750001,2.4752789749686044,0.03102101757099998,0.035950847772919195,0.06995953643645945
12.232071190499,0.2174941049685,2.53284360229343,0.03651544252699998,0.04231844144520235,0.10591038420937865
12.95686697517,0.2540095474955,2.5904082296183075,0.04279336923650001,0.0495940502141994,0.148228825654581
13.724609610076,0.296802916732,2.6479728569431797,0.049435228268000064,0.05729142707890519,0.19782287586878042
14.537843856077,0.34623814500000005,2.705537484268019,0.0558794067235,0.06475970816107653,0.2551143029476856
15.399265260595,0.40211755172350006,2.7631021115928456,0.061465131729999956,0.07123311119985358,0.3198740111087621
16.311729092278,0.4635826834535,2.820666738917705,0.06548758863099996,0.0758948130731077,0.3911071223086157
17.278259805079,0.5290702720845,2.87823136624258,0.06736181209400005,0.07806688632172157,0.4670019353817234
18.302061063111,0.5964320841785,2.9357959935674183,0.06676408680099999,0.07737417110148465,0.545068821703445
19.386526359522,0.6631961709795,2.993360620892246,0.0636522294195,0.07376778034536945,0.6224429928049295
20.535250264571,0.726848400399,3.0509252482170943,0.05831789183449998,0.06758571497472936,0.696210773150299
21.752040340195,0.7851662922335,3.1084898755419466,0.051261616660000064,0.0594080633531582,0.7637964881250283
23.040929760558,0.8364279088935,3.166054502866807,0.043053263754499915,0.04989524691840957,0.8232045514781865
24.40619068042,0.879481172648,3.2236191301916697,0.03424623695700013,0.039688615913986064,0.873099798396596
25.852348395622,0.9137274096050001,3.2811837575165237,0.025399729157499884,0.029436229624791758,0.9127884143105821
27.384196342644,0.9391271387625,3.3387483848413813,0.017152687596500016,0.01987857617071499,0.9422246439353739
29.006811986932,0.956279826359,3.3963130121662175,0.01021472485649999,0.011838039081657602,0.9621032201060888
30.725573652674,0.9664945512155,3.4538776394910675,0.005209690283999979,0.006037609240750058,0.9739412591877464
32.546178349805,0.9717042414995,3.511442266815927,0.002438002109000026,0.002825447053440758,0.9799788684284965
34.474660657315,0.9741422436085,3.5690068941407747,0.001734997847499975,0.0020107220325398046,0.9828043154819373
36.517412725484,0.975877241456,3.626571521465622,0.002450154344500022,0.002839530510489228,0.9848150375144771
38.681205463305,0.9783273958005,3.6841361487904685,0.003677250292000056,0.004261635362800096,0.9876545680249663
40.973210981354,0.9820046460925,3.7417007761153176,0.00455791662299998,0.005282256337984081,0.9919162033877664
43.401026364474,0.9865625627155,3.7992654034401685,0.0045357831144999805,0.00525660539365439,0.9971984597257505
45.972698853087,0.99109834583,3.856830030765021,0.0034916830060001125,0.004046577902633013,1.0024550651194049
48.696752516586,0.9945900288360001,3.914394658089869,0.001690957719499897,0.001959683089861444,1.006501643022038
51.58221650723,0.9962809865555,3.9719592854147194,-0.0003870630735000047,-0.00044857476393442286,1.0084613261118993
54.638654988185,0.995893923482,4.029523912739576,-0.0022692989395000085,-0.002629933738907388,1.0080127513479649
57.876198834912,0.9936246245425,4.08708854006443,-0.0036437657374999155,-0.0042228294751846,1.0053828176090576
61.305579214982,0.9899808588050001,4.129502790059194,-0.0010009224959119933,-0.0011599881338728902,1.0011599881338729
63.0,0.9889799363090881,0.0,0.0,0.0,1.0
